name,class,navy,normal displacement,shaft horsepower,speed,year,power to weight
SMS_Zähringen,Wittelsbach-class_battleship,German Empire,11774,14000,18,1901,1.18906064209275
SMS_Baden_(1915),Bayern-class_battleship,German Empire,28530,35000,21,1915,1.22677882930249
SMS_Bayern_(1915),Bayern-class_battleship,German Empire,28530,35000,22,1915,1.22677882930249
SMS_Brandenburg,Brandenburg-class_battleship,German Empire,10013,10000,16,1891,0.998701687805852
SMS_Braunschweig,Braunschweig-class_battleship,German Empire,13208,14400,18,1902,1.09024833434282
SMS_Deutschland_(1904),Deutschland-class_battleship,German Empire,13191,15781.14795512,18,1904,1.19635720984914
SMS_Elsass,Braunschweig-class_battleship,German Empire,13208,14400,18,1903,1.09024833434282
SMS_Friedrich_der_Grosse_(1911),Kaiser-class_battleship,German Empire,24724,27617.00892146,22,1911,1.11701217122877
SMS_Grosser_Kurfürst_(1913),König-class_battleship,German Empire,25796,45567.9306182,21,1913,1.76647273291208
SMS_Hannover,Deutschland-class_battleship,German Empire,13191,17453.40250135,18,1905,1.32312959603897
SMS_Helgoland_(1909),Helgoland-class_battleship,German Empire,22808,28000,20,1909,1.22763942476324
SMS_Hessen,Braunschweig-class_battleship,German Empire,13208,16000,18,1903,1.21138703815869
SMS_Kaiser_(1911),Kaiser-class_battleship,German Empire,24724,27617.00892146,23,1911,1.11701217122877
SMS_Kaiser_Barbarossa,Kaiser Friedrich III-class_battleship,German Empire,11097,13000,17,1900,1.17148778949266
SMS_Kaiser_Friedrich_III,Kaiser Friedrich III-class_battleship,German Empire,11097,13000,17,1896,1.17148778949266
SMS_Kaiser_Karl_der_Grosse,Kaiser Friedrich III-class_battleship,German Empire,11097,13000,17,1899,1.17148778949266
SMS_Kaiser_Wilhelm_II,Kaiser Friedrich III-class_battleship,German Empire,11097,12821.51220249,17,1897,1.15540346061909
SMS_Kaiser_Wilhelm_der_Grosse,Kaiser Friedrich III-class_battleship,German Empire,11097,13000,17,1899,1.17148778949266
SMS_Kaiserin,Kaiser-class_battleship,German Empire,24724,27617.00892146,22,1911,1.11701217122877
SMS_König,König-class_battleship,German Empire,25796,45567.9306182,21,1913,1.76647273291208
SMS_König_Albert,Kaiser-class_battleship,German Empire,24724,27617.00892146,22,1912,1.11701217122877
SMS_Kronprinz_(1914),König-class_battleship,German Empire,25796,45567.9306182,21,1914,1.76647273291208
SMS_Kurfürst_Friedrich_Wilhelm,Brandenburg-class_battleship,German Empire,10013,10000,16,1891,0.998701687805852
SMS_Lothringen,Braunschweig-class_battleship,German Empire,13208,16000,18,1904,1.21138703815869
SMS_Markgraf,König-class_battleship,German Empire,25796,45567.9306182,21,1913,1.76647273291208
SMS_Mecklenburg,Wittelsbach-class_battleship,German Empire,11774,14000,18,1901,1.18906064209275
SMS_Nassau,Nassau-class_battleship,German Empire,18873,21700,19,1908,1.14979070630001
SMS_Oldenburg_(1910),Helgoland-class_battleship,German Empire,22808,28000,20,1910,1.22763942476324
SMS_Ostfriesland,Helgoland-class_battleship,German Empire,22808,28000,21,1909,1.22763942476324
SMS_Pommern,Deutschland-class_battleship,German Empire,13191,17453.40250135,18,1905,1.32312959603897
SMS_Posen,Nassau-class_battleship,German Empire,18873,21700,19,1908,1.14979070630001
SMS_Preussen_(1903),Braunschweig-class_battleship,German Empire,13208,16000,18,1903,1.21138703815869
SMS_Prinzregent_Luitpold,Kaiser-class_battleship,German Empire,24724,25644.36542707,21,1912,1.03722558756957
SMS_Rheinland,Nassau-class_battleship,German Empire,18873,21699.07843829,19,1908,1.14974187666455
SMS_Schlesien,Deutschland-class_battleship,German Empire,13191,18664.34544862,18,1906,1.41493028948677
SMS_Schleswig-Holstein,Deutschland-class_battleship,German Empire,13191,16766.79919127,19,1906,1.27107870451596
SMS_Schwaben,Wittelsbach-class_battleship,German Empire,11774,14000,18,1901,1.18906064209275
SMS_Thüringen,Helgoland-class_battleship,German Empire,22808,28000,20,1909,1.22763942476324
SMS_Weissenburg,Brandenburg-class_battleship,German Empire,10013,10000,16,1891,0.998701687805852
SMS_Westfalen,Nassau-class_battleship,German Empire,18873,21700,19,1908,1.14979070630001
SMS_Wettin,Wittelsbach-class_battleship,German Empire,11774,14000,18,1901,1.18906064209275
SMS_Wittelsbach,Wittelsbach-class_battleship,German Empire,11774,14000,18,1900,1.18906064209275
SMS_Wörth,Brandenburg-class_battleship,German Empire,10013,10000,16,1892,0.998701687805852
Italian_battleship_Ammiraglio_di_Saint_Bon,Ammiraglio di Saint Bon-class_battleship,Kingdom of Italy,10243.312,12866.4,18,1897,1.25607811223557
Italian_battleship_Andrea_Doria,Andrea Doria-class_battleship,Kingdom of Italy,23237.5424047256,30000,21,1913,1.29101431973715
Italian_battleship_Benedetto_Brin,Regina Margherita-class_battleship,Kingdom of Italy,13426.44,18427.5,20,1901,1.37247848275492
Italian_battleship_Duilio,Andrea Doria-class_battleship,Kingdom of Italy,23224.3867739413,30000,21,1913,1.291745624632
Italian_battleship_Conte_di_Cavour,Conte di Cavour-class_battleship,Kingdom of Italy,26349.2842408014,31000,22,1911,1.17650254620568
Italian_battleship_Dante_Alighieri,Italian_battleship_Dante_Alighieri,Kingdom of Italy,19864.832,32190,22,1910,1.62045166050234
Italian_battleship_Emanuele_Filiberto,Ammiraglio di Saint Bon-class_battleship,Kingdom of Italy,9799.32,12169.8,18,1897,1.2419024993571
Italian_battleship_Giulio_Cesare,Conte di Cavour-class_battleship,Kingdom of Italy,26349.2842408014,31000,21,1911,1.17650254620568
Italian_battleship_Leonardo_da_Vinci,Conte di Cavour-class_battleship,Kingdom of Italy,26349.2842408014,31000,21,1911,1.17650254620568
Italian_battleship_Littorio,Littorio-class_battleship,Kingdom of Italy,46475.3076116664,128200,30,1937,2.75845403910396
Italian_battleship_Napoli,Regina Elena-class_battleship,Kingdom of Italy,13994.384,18637.1,21,1905,1.33175565283902
Italian_battleship_Regina_Elena,Regina Elena-class_battleship,Kingdom of Italy,14027.912,17369.1,20,1904,1.23818142001461
Italian_battleship_Regina_Margherita,Regina Margherita-class_battleship,Kingdom of Italy,13426.44,19611,20,1901,1.46062545246543
Italian_battleship_Roma,Regina Elena-class_battleship,Kingdom of Italy,13992.352,20869.6,22,1907,1.49150049970155
Italian_battleship_Roma,Littorio-class_battleship,Kingdom of Italy,43425.5720061227,128000,30,1940,2.94757199702408
Italian_battleship_Vittorio_Emanuele,Regina Elena-class_battleship,Kingdom of Italy,14136.624,17481.6,21,1904,1.23661773843599
Italian_battleship_Vittorio_Veneto,Littorio-class_battleship,Kingdom of Italy,46475.3076116664,128200,30,1937,2.75845403910396
German_battleship_Bismarck,Bismarck-class_battleship,Nazi Germany,46840.8595204302,150170,30,1939,3.20596166546648
German_battleship_Gneisenau,Scharnhorst-class_battleship,Nazi Germany,36634.2699293886,165930,31,1936,4.52936554542577
German_battleship_Scharnhorst,Scharnhorst-class_battleship,Nazi Germany,36634.2699293886,161764,31,1936,4.41564688778554
German_battleship_Tirpitz,Bismarck-class_battleship,Nazi Germany,48188.7979238959,163026,30,1939,3.38306841057678
Russian_battleship_Andrei_Pervozvanny,Andrei Pervozvanny-class_battleship,Russian Empire,17597.12,16720,18,1906,0.950155479987634
Russian_battleship_Borodino,Borodino-class_battleship,Russian Empire,14316.456,14670,18,1901,1.02469493846801
Russian_battleship_Dvenadsat_Apostolov,Russian_battleship_Dvenadsat_Apostolov,Russian Empire,8849.36,7650,14,1890,0.864469294954663
Russian_battleship_Evstafi,Evstafi-class_battleship,Russian Empire,12941.808,10070,16,1906,0.778098392434813
Russian_battleship_Gangut,Gangut-class_battleship,Russian Empire,24800,52000,24,1911,2.09677419354839
Russian_battleship_Imperatritsa_Ekaterina_Velikaya,Imperatritsa Mariya-class_battleship,Russian Empire,25038.304,27000,21,1914,1.07834779863684
Russian_battleship_Imperatritsa_Mariya,Imperatritsa Mariya-class_battleship,Russian Empire,23787.608,26000,21,1913,1.09300607274174
Russian_battleship_Imperator_Aleksandr_III,Borodino-class_battleship,Russian Empire,23787.608,26000,21,1901,1.09300607274174
Russian_battleship_Imperator_Aleksandr_III,Imperatritsa Mariya-class_battleship,Russian Empire,23787.608,26000,21,1914,1.09300607274174
Russian_battleship_Imperator_Pavel_I,Andrei Pervozvanny-class_battleship,Russian Empire,17597.12,16720,18,1907,0.950155479987634
Russian_battleship_Potemkin,Russian_battleship_Potemkin,Russian Empire,13107,9540,16,1900,0.727855344472419
Russian_battleship_Knyaz_Suvorov,Borodino-class_battleship,Russian Empire,14645.64,14017.5,17,1902,0.957110785189312
Russian_battleship_Navarin,Russian_battleship_Navarin,Russian Empire,10369.296,8100,15,1891,0.781152355955506
Russian_battleship_Oryol,Borodino-class_battleship,Russian Empire,14377.416,14220,18,1902,0.989051161905589
Russian_battleship_Oslyabya,Peresvet-class_battleship,Russian Empire,14638.528,13050,18,1898,0.891483078079982
Russian_battleship_Peresvet,Peresvet-class_battleship,Russian Empire,14030.96,13050,18,1898,0.930086038303865
Russian_battleship_Petropavlovsk,Petropavlovsk-class_battleship,Russian Empire,11535.664,10600,16,1894,0.91888945447787
Russian_battleship_Petropavlovsk,Gangut-class_battleship,Russian Empire,24800,52000,24,1911,2.09677419354839
Russian_battleship_Pobeda,Peresvet-class_battleship,Russian Empire,13533.12,13050,18,1900,0.964300915088317
Russian_battleship_Poltava,Petropavlovsk-class_battleship,Russian Empire,11684,9540,16,1894,0.816501198219788
Russian_battleship_Poltava,Russian_battleship_Poltava,Russian Empire,24800,52000,24,1911,2.09677419354839
Russian_battleship_Retvizan,Russian_battleship_Retvizan,Russian Empire,12984.48,14400,18,1900,1.10901630253965
Russian_battleship_Sevastopol,Petropavlovsk-class_battleship,Russian Empire,12031.472,10600,16,1895,0.881022704453786
Russian_battleship_Sevastopol,Gangut-class_battleship,Russian Empire,24800,52000,24,1911,2.09677419354839
Russian_battleship_Slava,Borodino-class_battleship,Russian Empire,14646,14220,17.5,1903,0.970913560016387
Russian_battleship_Tri_Sviatitelia,Russian_battleship_Tri_Sviatitelia,Russian Empire,13531.088,9540,16,1893,0.705043083010029
Russian_battleship_Tsesarevich,Russian_battleship_Tsesarevich,Russian Empire,13105,14670,18,1901,1.11942006867608
Spanish_battleship_Alfonso_XIII,España-class_battleship,Spain,15700,15500,19,1913,0.987261146496815
Spanish_battleship_España,España-class_battleship,Spain,15700,15500,19,1912,0.987261146496815
Spanish_battleship_Jaime_I,España-class_battleship,Spain,15700,15500,19,1914,0.987261146496815
HMS_Africa_(1905),King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1904,1.02309155532652
HMS_Agamemnon_(1906),Lord Nelson-class_battleship,United Kingdom,16764,15912.5,18,1906,0.949206633261751
HMS_Agincourt_(1913),HMS_Agincourt_(1913),United Kingdom,28508.1293082934,34000,22,1913,1.1926422681866
HMS_Ajax_(1912),King George V-class_battleship,United Kingdom,25826.72,27000,21,1912,1.04542892012613
HMS_Albemarle_(1901),Duncan-class_battleship,United Kingdom,13482.32,16200,19,1901,1.20157361641023
HMS_Albion_(1898),Canopus-class_battleship,United Kingdom,13210.1830560141,12150,18,1898,0.919745014015421
HMS_Anson_(79),King George V-class_battleship (1939),United Kingdom,43281.6,110300,29,1940,2.5484270452109
HMS_Audacious_(1912),King George V-class_battleship,United Kingdom,25826.72,27000,21,1912,1.04542892012613
HMS_Barfleur_(1892),Centurion-class_battleship,United Kingdom,10804.144,8100,17,1892,0.749712332601269
HMS_Barham_(04),Queen Elizabeth-class_battleship,United Kingdom,33111.44,56000,24,1914,1.69125836870882
HMS_Bellerophon_(1907),Bellerophon-class_battleship,United Kingdom,18893.536,23000,21,1907,1.21734756267964
HMS_Benbow_(1913),Iron Duke-class_battleship,United Kingdom,25400,29000,21,1913,1.14173228346457
HMS_Britannia_(1904),King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1904,1.02309155532652
HMS_Bulwark_(1899),London-class_battleship,United Kingdom,15611.856,13500,18,1899,0.864727422543482
HMS_Caesar_(1896),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1896,0.551573332287387
HMS_Canopus_(1897),Canopus-class_battleship,United Kingdom,13210.1830560141,12150,18,1897,0.919745014015421
HMS_Centurion_(1892),Centurion-class_battleship,United Kingdom,10804.144,8100,17,1892,0.749712332601269
HMS_Centurion_(1911),King George V-class_battleship,United Kingdom,25826.72,27000,21,1911,1.04542892012613
HMS_Collingwood_(1908),St. Vincent-class_battleship,United Kingdom,20015.2,24500,21,1908,1.22406970702266
HMS_Colossus_(1910),Colossus-class_battleship (1910),United Kingdom,20350.48,25000,21,1910,1.22847225225154
HMS_Commonwealth_(1903),King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1903,1.02309155532652
HMS_Conqueror_(1911),Orion-class_battleship,United Kingdom,22272.752,27000,21,1911,1.21224355212144
HMS_Cornwallis_(1901),Duncan-class_battleship,United Kingdom,13482.32,16200,19,1901,1.20157361641023
HMS_Dominion_(1903),King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1903,1.02309155532652
HMS_Dreadnought_(1906),HMS_Dreadnought_(1906),United Kingdom,18409.92,23000,21,1906,1.24932645008778
HMS_Duke_of_York_(17),King George V-class_battleship (1939),United Kingdom,38869.347011528,110000,28,1940,2.82999351564552
HMS_Duncan_(1901),Duncan-class_battleship,United Kingdom,13482.32,16200,19,1901,1.20157361641023
HMS_Emperor_of_India,Iron Duke-class_battleship,United Kingdom,25400,29000,21,1913,1.14173228346457
HMS_Empress_of_India_(1891),Royal Sovereign-class_battleship,United Kingdom,14376.4,9900,17,1891,0.688628585737737
HMS_Erin,Reşadiye-class_battleship,United Kingdom,23144.48,26500,21,1913,1.14498143833865
HMS_Exmouth_(1901),Duncan-class_battleship,United Kingdom,13482.32,16200,19,1901,1.20157361641023
HMS_Formidable_(1898),Formidable-class_battleship,United Kingdom,14732,13500,18,1898,0.916372522400217
HMS_Glory_(1899),Canopus-class_battleship,United Kingdom,13210.1830560141,12150,18,1899,0.919745014015421
HMS_Goliath_(1898),Canopus-class_battleship,United Kingdom,13210.1830560141,12150,18,1898,0.919745014015421
HMS_Hannibal_(1896),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1896,0.551573332287387
HMS_Hercules_(1910),Colossus-class_battleship (1910),United Kingdom,20350.48,25000,21,1910,1.22847225225154
HMS_Hibernia_(1905),King Edward VII-class_battleship,United Kingdom,15834.36,17100,18,1905,1.07992997506688
HMS_Hindustan_(1903),King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1903,1.02309155532652
HMS_Hood_(1891),Royal Sovereign-class_battleship,United Kingdom,15016.48,9900,17,1891,0.659275675790864
HMS_Howe_(32),King George V-class_battleship (1939),United Kingdom,45222.16,110000,28,1940,2.43243577927282
HMS_Illustrious_(1896),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1896,0.551573332287387
HMS_Implacable_(1899),Formidable-class_battleship,United Kingdom,14732,13500,18,1899,0.916372522400217
HMS_Iron_Duke_(1912),Iron Duke-class_battleship,United Kingdom,25400,29000,21,1912,1.14173228346457
HMS_Irresistible_(1898),Formidable-class_battleship,United Kingdom,14732,13500,18,1898,0.916372522400217
HMS_Jupiter_(1895),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1895,0.551573332287387
HMS_King_Edward_VII,King Edward VII-class_battleship,United Kingdom,15834.36,16200,18,1903,1.02309155532652
HMS_King_George_V_(1911),King George V-class_battleship,United Kingdom,25826.72,27000,21,1911,1.04542892012613
HMS_King_George_V_(41),King George V-class_battleship (1939),United Kingdom,42200,125000,28,1939,2.96208530805687
HMS_London_(1899),London-class_battleship,United Kingdom,14732,13500,18,1899,0.916372522400217
HMS_Lord_Nelson_(1906),Lord Nelson-class_battleship,United Kingdom,15603.728,15912.5,18,1906,1.0197883480153
HMS_Magnificent_(1894),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1894,0.551573332287387
HMS_Majestic_(1895),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1895,0.551573332287387
HMS_Malaya,Queen Elizabeth-class_battleship,United Kingdom,33111.44,75000,24,1915,2.26507817237789
HMS_Marlborough_(1912),Iron Duke-class_battleship,United Kingdom,25400,29000,21,1912,1.14173228346457
HMS_Mars_(1896),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1896,0.551573332287387
HMS_Monarch_(1911),Orion-class_battleship,United Kingdom,22272.752,27000,21,1911,1.21224355212144
HMS_Montagu_(1901),Duncan-class_battleship,United Kingdom,13482.32,16200,19,1901,1.20157361641023
HMS_Nelson_(28),HMS_Nelson_(28),United Kingdom,35129.7711726785,45000,23,1925,1.28096479133909
HMS_Neptune_(1909),HMS_Neptune_(1909),United Kingdom,19994.88,25000,21,1909,1.25032008194098
HMS_New_Zealand_(1904),King Edward VII-class_battleship,United Kingdom,15835,16200,18.5,1904,1.02305020524155
HMS_Ocean_(1898),Canopus-class_battleship,United Kingdom,13210.1830560141,12150,18,1898,0.919745014015421
HMS_Orion_(1910),Orion-class_battleship,United Kingdom,22272.752,27000,21,1910,1.21224355212144
HMS_Prince_George_(1895),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1894,0.551573332287387
HMS_Prince_of_Wales_(1902),London-class_battleship,United Kingdom,14366.24,15000,18,1902,1.04411453518805
HMS_Prince_of_Wales_(53),King George V-class_battleship (1939),United Kingdom,40449.0262441004,110000,28,1939,2.71947214096517
HMS_Queen_(1902),London-class_battleship,United Kingdom,14366.24,13500,18,1902,0.939703081669247
HMS_Queen_Elizabeth_(1913),Queen Elizabeth-class_battleship,United Kingdom,33111.44,75000,24,1913,2.26507817237789
HMS_Ramillies_(1892),Royal Sovereign-class_battleship,United Kingdom,15829.28,36000,21.5,1892,2.27426642273054
HMS_Ramillies_(07),Revenge-class_battleship,United Kingdom,28234.64,40000,21,1916,1.41669948687145
HMS_Renown_(1895),Centurion-class_battleship,United Kingdom,11884.5458052882,9000,19,1895,0.7572859869828
HMS_Repulse_(1892),Royal Sovereign-class_battleship,United Kingdom,14376.4,9900,17,1892,0.688628585737737
HMS_Resolution_(1892),Royal Sovereign-class_battleship,United Kingdom,15829.28,36000,21.5,1892,2.27426642273054
HMS_Resolution_(09),Revenge-class_battleship,United Kingdom,26162,40000,22,1915,1.52893509670515
HMS_Revenge_(1892),Royal Sovereign-class_battleship,United Kingdom,14376.4,9900,17,1892,0.688628585737737
HMS_Revenge_(06),Revenge-class_battleship,United Kingdom,30063.44,40000,21,1915,1.330519727616
HMS_Rodney_(29),Nelson-class_battleship,United Kingdom,35583.3988484819,45000,23,1925,1.264634673928
HMS_Royal_Oak_(1892),Royal Sovereign-class_battleship,United Kingdom,14376.4,9900,17,1892,0.688628585737737
HMS_Royal_Oak_(08),Revenge-class_battleship,United Kingdom,30449.52,40000,22,1914,1.31364960761286
HMS_Royal_Sovereign_(1891),Royal Sovereign-class_battleship,United Kingdom,14376.4,9900,17,1891,0.688628585737737
HMS_Royal_Sovereign_(05),Revenge-class_battleship,United Kingdom,30449.52,40000,23,1915,1.31364960761286
HMS_Russell_(1901),Duncan-class_battleship,United Kingdom,13482.32,16200,19,1901,1.20157361641023
HMS_St._Vincent_(1908),St. Vincent-class_battleship,United Kingdom,20000,24500,21,1908,1.225
HMS_Superb_(1907),Bellerophon-class_battleship,United Kingdom,18893.536,23000,21,1907,1.21734756267964
HMS_Swiftsure_(1903),Swiftsure-class_battleship,United Kingdom,12369.8,11250,19,1903,0.909473071512878
HMS_Temeraire_(1907),Bellerophon-class_battleship,United Kingdom,18893.536,23000,21,1907,1.21734756267964
HMS_Thunderer_(1911),Orion-class_battleship,United Kingdom,22272.752,27000,21,1911,1.21224355212144
HMS_Triumph_(1903),Swiftsure-class_battleship,United Kingdom,12369.8,11250,19,1903,0.909473071512878
HMS_Valiant_(1914),Queen Elizabeth-class_battleship,United Kingdom,33111.44,75000,24,1914,2.26507817237789
HMS_Vanguard_(1909),St. Vincent-class_battleship,United Kingdom,20015.2,24500,21,1909,1.22406970702266
HMS_Vanguard_(23),HMS_Vanguard_(23),United Kingdom,46945.189705231,130000,30,1944,2.76918680734427
HMS_Venerable_(1899),London-class_battleship,United Kingdom,14732,13500,18,1899,0.916372522400217
HMS_Vengeance_(1899),Canopus-class_battleship,United Kingdom,13210.1830560141,12150,18,1899,0.919745014015421
HMS_Victorious_(1895),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1895,0.551573332287387
